date,confirmed,region,image
2020-06-25,27,Hajdú-Bihar,
2020-06-25,261,Zala,
2020-06-25,22,Somogy,
2020-06-25,13,Tolna,
2020-06-25,40,Baranya,
2020-06-25,20,Bács-Kiskun,
2020-06-25,112,Csongrád,
2020-06-25,13,Békés,
2020-06-24,86,Győr-Moson-Sopron,
2020-06-24,302,Komárom-Esztergom,
2020-06-24,1952,Budapest,
2020-06-24,609,Pest,
2020-06-24,51,Nógrád,
2020-06-24,14,Heves,
2020-06-24,62,Borsod-Abaúj-Zemplén,
2020-06-24,50,Szabolcs-Szatmár-Bereg,
2020-06-24,17,Vas,
2020-06-24,63,Veszprém,
2020-06-24,376,Fejér,
2020-06-24,19,Jász-Nagykun-Szolnok,
2020-06-24,27,Hajdú-Bihar,
2020-06-24,261,Zala,
2020-06-24,22,Somogy,
2020-06-24,13,Tolna,
2020-06-24,40,Baranya,
2020-06-24,20,Bács-Kiskun,
2020-06-24,117,Csongrád,
2020-06-24,13,Békés,
2020-06-23,86,Győr-Moson-Sopron,
2020-06-23,302,Komárom-Esztergom,
2020-06-23,1948,Budapest,
2020-06-23,608,Pest,
2020-06-23,51,Nógrád,
2020-06-23,14,Heves,
2020-06-23,62,Borsod-Abaúj-Zemplén,
2020-06-23,50,Szabolcs-Szatmár-Bereg,
2020-06-23,17,Vas,
2020-06-23,63,Veszprém,
2020-06-23,376,Fejér,
2020-06-23,19,Jász-Nagykun-Szolnok,
2020-06-23,27,Hajdú-Bihar,
2020-06-23,260,Zala,
2020-06-23,22,Somogy,
2020-06-23,13,Tolna,
2020-06-23,39,Baranya,
2020-06-23,20,Bács-Kiskun,
2020-06-23,117,Csongrád,
2020-06-23,13,Békés,
2020-06-22,86,Győr-Moson-Sopron,
2020-06-22,302,Komárom-Esztergom,
2020-06-22,1946,Budapest,
2020-06-22,605,Pest,
2020-06-22,51,Nógrád,
2020-06-22,14,Heves,
2020-06-22,62,Borsod-Abaúj-Zemplén,
2020-06-22,50,Szabolcs-Szatmár-Bereg,
2020-06-22,17,Vas,
2020-06-22,63,Veszprém,
2020-06-22,376,Fejér,
2020-06-22,19,Jász-Nagykun-Szolnok,
2020-06-22,27,Hajdú-Bihar,
2020-06-22,260,Zala,
2020-06-22,22,Somogy,
2020-06-22,13,Tolna,
2020-06-22,39,Baranya,
2020-06-22,20,Bács-Kiskun,
2020-06-22,117,Csongrád,
2020-06-22,13,Békés,
2020-06-21,86,Győr-Moson-Sopron,
2020-06-21,301,Komárom-Esztergom,
2020-06-21,1943,Budapest,
2020-06-21,604,Pest,
2020-06-21,51,Nógrád,
2020-06-21,14,Heves,
2020-06-21,62,Borsod-Abaúj-Zemplén,
2020-06-21,48,Szabolcs-Szatmár-Bereg,
2020-06-21,17,Vas,
2020-06-21,63,Veszprém,
2020-06-21,376,Fejér,
2020-06-21,18,Jász-Nagykun-Szolnok,
2020-06-21,27,Hajdú-Bihar,
2020-06-21,260,Zala,
2020-06-21,22,Somogy,
2020-06-21,13,Tolna,
2020-06-21,39,Baranya,
2020-06-21,20,Bács-Kiskun,
2020-06-21,117,Csongrád,
2020-06-21,13,Békés,
2020-06-20,86,Győr-Moson-Sopron,
2020-06-20,301,Komárom-Esztergom,
2020-06-20,1939,Budapest,
2020-06-20,600,Pest,
2020-06-20,51,Nógrád,
2020-06-20,14,Heves,
2020-06-20,62,Borsod-Abaúj-Zemplén,
2020-06-20,48,Szabolcs-Szatmár-Bereg,
2020-06-20,17,Vas,
2020-06-20,63,Veszprém,
2020-06-20,376,Fejér,
2020-06-20,18,Jász-Nagykun-Szolnok,
2020-06-20,27,Hajdú-Bihar,
2020-06-20,260,Zala,
2020-06-20,22,Somogy,
2020-06-20,13,Tolna,
2020-06-20,39,Baranya,
2020-06-20,20,Bács-Kiskun,
2020-06-20,117,Csongrád,
2020-06-20,13,Békés,
2020-06-19,86,Győr-Moson-Sopron,
2020-06-19,301,Komárom-Esztergom,
2020-06-19,1935,Budapest,
2020-06-19,598,Pest,
2020-06-19,51,Nógrád,
2020-06-19,14,Heves,
2020-06-19,62,Borsod-Abaúj-Zemplén,
2020-06-19,48,Szabolcs-Szatmár-Bereg,
2020-06-19,17,Vas,
2020-06-19,63,Veszprém,
2020-06-19,376,Fejér,
2020-06-19,18,Jász-Nagykun-Szolnok,
2020-06-19,27,Hajdú-Bihar,
2020-06-19,261,Zala,
2020-06-19,22,Somogy,
2020-06-19,13,Tolna,
2020-06-19,39,Baranya,
2020-06-19,20,Bács-Kiskun,
2020-06-19,117,Csongrád,
2020-06-19,13,Békés,
2020-06-18,86,Győr-Moson-Sopron,
2020-06-18,301,Komárom-Esztergom,
2020-06-18,1934,Budapest,
2020-06-18,597,Pest,
2020-06-18,51,Nógrád,
2020-06-18,14,Heves,
2020-06-18,62,Borsod-Abaúj-Zemplén,
2020-06-18,48,Szabolcs-Szatmár-Bereg,
2020-06-18,17,Vas,
2020-06-18,63,Veszprém,
2020-06-18,376,Fejér,
2020-06-18,18,Jász-Nagykun-Szolnok,
2020-06-18,27,Hajdú-Bihar,
2020-06-18,261,Zala,
2020-06-18,22,Somogy,
2020-06-18,13,Tolna,
2020-06-18,39,Baranya,
2020-06-18,20,Bács-Kiskun,
2020-06-18,117,Csongrád,
2020-06-18,13,Békés,
2020-06-17,86,Győr-Moson-Sopron,
2020-06-17,301,Komárom-Esztergom,
2020-06-17,1932,Budapest,
2020-06-17,597,Pest,
2020-06-17,51,Nógrád,
2020-06-17,14,Heves,
2020-06-17,62,Borsod-Abaúj-Zemplén,
2020-06-17,48,Szabolcs-Szatmár-Bereg,
2020-06-17,17,Vas,
2020-06-17,63,Veszprém,
2020-06-17,376,Fejér,
2020-06-17,18,Jász-Nagykun-Szolnok,
2020-06-17,27,Hajdú-Bihar,
2020-06-17,261,Zala,
2020-06-17,22,Somogy,
2020-06-17,13,Tolna,
2020-06-17,39,Baranya,
2020-06-17,20,Bács-Kiskun,
2020-06-17,118,Csongrád,
2020-06-17,13,Békés,
2020-06-16,86,Győr-Moson-Sopron,
2020-06-16,298,Komárom-Esztergom,
2020-06-16,1927,Budapest,
2020-06-16,593,Pest,
2020-06-16,51,Nógrád,
2020-06-16,14,Heves,
2020-06-16,62,Borsod-Abaúj-Zemplén,
2020-06-16,47,Szabolcs-Szatmár-Bereg,
2020-06-16,17,Vas,
2020-06-16,63,Veszprém,
2020-06-16,376,Fejér,
2020-06-16,17,Jász-Nagykun-Szolnok,
2020-06-16,27,Hajdú-Bihar,
2020-06-16,261,Zala,
2020-06-16,22,Somogy,
2020-06-16,13,Tolna,
2020-06-16,39,Baranya,
2020-06-16,20,Bács-Kiskun,
2020-06-16,118,Csongrád,
2020-06-16,13,Békés,
2020-06-15,86,Győr-Moson-Sopron,
2020-06-15,300,Komárom-Esztergom,
2020-06-15,1932,Budapest,
2020-06-15,597,Pest,
2020-06-15,51,Nógrád,
2020-06-15,14,Heves,
2020-06-15,62,Borsod-Abaúj-Zemplén,
2020-06-15,47,Szabolcs-Szatmár-Bereg,
2020-06-15,17,Vas,
2020-06-15,63,Veszprém,
2020-06-15,376,Fejér,
2020-06-15,17,Jász-Nagykun-Szolnok,
2020-06-15,27,Hajdú-Bihar,
2020-06-15,261,Zala,
2020-06-15,22,Somogy,
2020-06-15,13,Tolna,
2020-06-15,39,Baranya,
2020-06-15,21,Bács-Kiskun,
2020-06-15,118,Csongrád,
2020-06-15,13,Békés,
2020-06-14,86,Győr-Moson-Sopron,
2020-06-14,298,Komárom-Esztergom,
2020-06-14,1930,Budapest,
2020-06-14,595,Pest,
2020-06-14,51,Nógrád,
2020-06-14,14,Heves,
2020-06-14,62,Borsod-Abaúj-Zemplén,
2020-06-14,47,Szabolcs-Szatmár-Bereg,
2020-06-14,17,Vas,
2020-06-14,63,Veszprém,
2020-06-14,376,Fejér,
2020-06-14,17,Jász-Nagykun-Szolnok,
2020-06-14,27,Hajdú-Bihar,
2020-06-14,261,Zala,
2020-06-14,22,Somogy,
2020-06-14,13,Tolna,
2020-06-14,39,Baranya,
2020-06-14,20,Bács-Kiskun,
2020-06-14,118,Csongrád,
2020-06-14,13,Békés,
2020-06-13,86,Győr-Moson-Sopron,
2020-06-13,298,Komárom-Esztergom,
2020-06-13,1927,Budapest,
2020-06-13,593,Pest,
2020-06-13,51,Nógrád,
2020-06-13,14,Heves,
2020-06-13,62,Borsod-Abaúj-Zemplén,
2020-06-13,47,Szabolcs-Szatmár-Bereg,
2020-06-13,17,Vas,
2020-06-13,63,Veszprém,
2020-06-13,376,Fejér,
2020-06-13,17,Jász-Nagykun-Szolnok,
2020-06-13,27,Hajdú-Bihar,
2020-06-13,261,Zala,
2020-06-13,22,Somogy,
2020-06-13,13,Tolna,
2020-06-13,39,Baranya,
2020-06-13,20,Bács-Kiskun,
2020-06-13,118,Csongrád,
2020-06-13,13,Békés,
2020-06-12,85,Győr-Moson-Sopron,
2020-06-12,295,Komárom-Esztergom,
2020-06-12,1922,Budapest,
2020-06-12,592,Pest,
2020-06-12,49,Nógrád,
2020-06-12,14,Heves,
2020-06-12,62,Borsod-Abaúj-Zemplén,
2020-06-12,47,Szabolcs-Szatmár-Bereg,
2020-06-12,17,Vas,
2020-06-12,66,Veszprém,
2020-06-12,375,Fejér,
2020-06-12,17,Jász-Nagykun-Szolnok,
2020-06-12,27,Hajdú-Bihar,
2020-06-12,260,Zala,
2020-06-12,22,Somogy,
2020-06-12,14,Tolna,
2020-06-12,39,Baranya,
2020-06-12,20,Bács-Kiskun,
2020-06-12,117,Csongrád,
2020-06-12,13,Békés,
2020-06-11,85,Győr-Moson-Sopron,
2020-06-11,290,Komárom-Esztergom,
2020-06-11,1917,Budapest,
2020-06-11,590,Pest,
2020-06-11,52,Nógrád,
2020-06-11,14,Heves,
2020-06-11,62,Borsod-Abaúj-Zemplén,
2020-06-11,47,Szabolcs-Szatmár-Bereg,
2020-06-11,17,Vas,
2020-06-11,67,Veszprém,
2020-06-11,374,Fejér,
2020-06-11,17,Jász-Nagykun-Szolnok,
2020-06-11,27,Hajdú-Bihar,
2020-06-11,260,Zala,
2020-06-11,22,Somogy,
2020-06-11,14,Tolna,
2020-06-11,37,Baranya,
2020-06-11,20,Bács-Kiskun,
2020-06-11,116,Csongrád,
2020-06-11,11,Békés,
2020-06-10,85,Győr-Moson-Sopron,
2020-06-10,287,Komárom-Esztergom,
2020-06-10,1910,Budapest,
2020-06-10,589,Pest,
2020-06-10,52,Nógrád,
2020-06-10,14,Heves,
2020-06-10,62,Borsod-Abaúj-Zemplén,
2020-06-10,44,Szabolcs-Szatmár-Bereg,
2020-06-10,17,Vas,
2020-06-10,67,Veszprém,
2020-06-10,374,Fejér,
2020-06-10,17,Jász-Nagykun-Szolnok,
2020-06-10,26,Hajdú-Bihar,
2020-06-10,259,Zala,
2020-06-10,22,Somogy,
2020-06-10,14,Tolna,
2020-06-10,38,Baranya,
2020-06-10,24,Bács-Kiskun,
2020-06-10,115,Csongrád,
2020-06-10,11,Békés,
2020-06-09,85,Győr-Moson-Sopron,
2020-06-09,285,Komárom-Esztergom,
2020-06-09,1906,Budapest,
2020-06-09,585,Pest,
2020-06-09,52,Nógrád,
2020-06-09,14,Heves,
2020-06-09,62,Borsod-Abaúj-Zemplén,
2020-06-09,44,Szabolcs-Szatmár-Bereg,
2020-06-09,17,Vas,
2020-06-09,66,Veszprém,
2020-06-09,374,Fejér,
2020-06-09,17,Jász-Nagykun-Szolnok,
2020-06-09,25,Hajdú-Bihar,
2020-06-09,259,Zala,
2020-06-09,22,Somogy,
2020-06-09,17,Tolna,
2020-06-09,37,Baranya,
2020-06-09,24,Bács-Kiskun,
2020-06-09,115,Csongrád,
2020-06-09,11,Békés,
2020-06-08,85,Győr-Moson-Sopron,
2020-06-08,283,Komárom-Esztergom,
2020-06-08,1906,Budapest,
2020-06-08,584,Pest,
2020-06-08,52,Nógrád,
2020-06-08,14,Heves,
2020-06-08,62,Borsod-Abaúj-Zemplén,
2020-06-08,44,Szabolcs-Szatmár-Bereg,
2020-06-08,17,Vas,
2020-06-08,66,Veszprém,
2020-06-08,374,Fejér,
2020-06-08,17,Jász-Nagykun-Szolnok,
2020-06-08,25,Hajdú-Bihar,
2020-06-08,259,Zala,
2020-06-08,22,Somogy,
2020-06-08,17,Tolna,
2020-06-08,37,Baranya,
2020-06-08,24,Bács-Kiskun,
2020-06-08,115,Csongrád,
2020-06-08,11,Békés,
2020-06-07,85,Győr-Moson-Sopron,
2020-06-07,283,Komárom-Esztergom,
2020-06-07,1903,Budapest,
2020-06-07,582,Pest,
2020-06-07,52,Nógrád,
2020-06-07,14,Heves,
2020-06-07,62,Borsod-Abaúj-Zemplén,
2020-06-07,43,Szabolcs-Szatmár-Bereg,
2020-06-07,17,Vas,
2020-06-07,66,Veszprém,
2020-06-07,374,Fejér,
2020-06-07,17,Jász-Nagykun-Szolnok,
2020-06-07,25,Hajdú-Bihar,
2020-06-07,259,Zala,
2020-06-07,22,Somogy,
2020-06-07,17,Tolna,
2020-06-07,37,Baranya,
2020-06-07,24,Bács-Kiskun,
2020-06-07,115,Csongrád,
2020-06-07,11,Békés,
2020-06-06,85,Győr-Moson-Sopron,
2020-06-06,278,Komárom-Esztergom,
2020-06-06,1898,Budapest,
2020-06-06,579,Pest,
2020-06-06,50,Nógrád,
2020-06-06,14,Heves,
2020-06-06,61,Borsod-Abaúj-Zemplén,
2020-06-06,43,Szabolcs-Szatmár-Bereg,
2020-06-06,17,Vas,
2020-06-06,66,Veszprém,
2020-06-06,373,Fejér,
2020-06-06,17,Jász-Nagykun-Szolnok,
2020-06-06,25,Hajdú-Bihar,
2020-06-06,258,Zala,
2020-06-06,22,Somogy,
2020-06-06,17,Tolna,
2020-06-06,37,Baranya,
2020-06-06,24,Bács-Kiskun,
2020-06-06,115,Csongrád,
2020-06-06,11,Békés,
2020-06-05,85,Győr-Moson-Sopron,
2020-06-05,273,Komárom-Esztergom,
2020-06-05,1886,Budapest,
2020-06-05,575,Pest,
2020-06-05,47,Nógrád,
2020-06-05,14,Heves,
2020-06-05,61,Borsod-Abaúj-Zemplén,
2020-06-05,43,Szabolcs-Szatmár-Bereg,
2020-06-05,17,Vas,
2020-06-05,66,Veszprém,
2020-06-05,371,Fejér,
2020-06-05,18,Jász-Nagykun-Szolnok,
2020-06-05,25,Hajdú-Bihar,
2020-06-05,257,Zala,
2020-06-05,29,Somogy,
2020-06-05,17,Tolna,
2020-06-05,36,Baranya,
2020-06-05,24,Bács-Kiskun,
2020-06-05,115,Csongrád,
2020-06-05,11,Békés,
2020-06-04,85,Győr-Moson-Sopron,
2020-06-04,272,Komárom-Esztergom,
2020-06-04,1880,Budapest,
2020-06-04,567,Pest,
2020-06-04,47,Nógrád,
2020-06-04,14,Heves,
2020-06-04,61,Borsod-Abaúj-Zemplén,
2020-06-04,43,Szabolcs-Szatmár-Bereg,
2020-06-04,17,Vas,
2020-06-04,66,Veszprém,
2020-06-04,371,Fejér,
2020-06-04,18,Jász-Nagykun-Szolnok,
2020-06-04,25,Hajdú-Bihar,
2020-06-04,256,Zala,
2020-06-04,29,Somogy,
2020-06-04,17,Tolna,
2020-06-04,36,Baranya,
2020-06-04,24,Bács-Kiskun,
2020-06-04,115,Csongrád,
2020-06-04,11,Békés,
2020-06-03,85,Győr-Moson-Sopron,
2020-06-03,268,Komárom-Esztergom,
2020-06-03,1868,Budapest,
2020-06-03,563,Pest,
2020-06-03,47,Nógrád,
2020-06-03,13,Heves,
2020-06-03,61,Borsod-Abaúj-Zemplén,
2020-06-03,42,Szabolcs-Szatmár-Bereg,
2020-06-03,17,Vas,
2020-06-03,66,Veszprém,
2020-06-03,371,Fejér,
2020-06-03,18,Jász-Nagykun-Szolnok,
2020-06-03,25,Hajdú-Bihar,
2020-06-03,255,Zala,
2020-06-03,29,Somogy,
2020-06-03,17,Tolna,
2020-06-03,36,Baranya,
2020-06-03,24,Bács-Kiskun,
2020-06-03,115,Csongrád,
2020-06-03,11,Békés,
2020-06-02,85,Győr-Moson-Sopron,
2020-06-02,264,Komárom-Esztergom,
2020-06-02,1866,Budapest,
2020-06-02,563,Pest,
2020-06-02,43,Nógrád,
2020-06-02,14,Heves,
2020-06-02,61,Borsod-Abaúj-Zemplén,
2020-06-02,41,Szabolcs-Szatmár-Bereg,
2020-06-02,17,Vas,
2020-06-02,66,Veszprém,
2020-06-02,371,Fejér,
2020-06-02,18,Jász-Nagykun-Szolnok,
2020-06-02,25,Hajdú-Bihar,
2020-06-02,255,Zala,
2020-06-02,29,Somogy,
2020-06-02,17,Tolna,
2020-06-02,36,Baranya,
2020-06-02,24,Bács-Kiskun,
2020-06-02,115,Csongrád,
2020-06-02,11,Békés,
2020-06-01,85,Győr-Moson-Sopron,
2020-06-01,262,Komárom-Esztergom,
2020-06-01,1848,Budapest,
2020-06-01,554,Pest,
2020-06-01,43,Nógrád,
2020-06-01,14,Heves,
2020-06-01,61,Borsod-Abaúj-Zemplén,
2020-06-01,41,Szabolcs-Szatmár-Bereg,
2020-06-01,17,Vas,
2020-06-01,66,Veszprém,
2020-06-01,371,Fejér,
2020-06-01,18,Jász-Nagykun-Szolnok,
2020-06-01,25,Hajdú-Bihar,
2020-06-01,255,Zala,
2020-06-01,29,Somogy,
2020-06-01,17,Tolna,
2020-06-01,36,Baranya,
2020-06-01,24,Bács-Kiskun,
2020-06-01,115,Csongrád,
2020-06-01,11,Békés,
2020-05-31,85,Győr-Moson-Sopron,
2020-05-31,259,Komárom-Esztergom,
2020-05-31,1841,Budapest,
2020-05-31,552,Pest,
2020-05-31,43,Nógrád,
2020-05-31,14,Heves,
2020-05-31,61,Borsod-Abaúj-Zemplén,
2020-05-31,40,Szabolcs-Szatmár-Bereg,
2020-05-31,17,Vas,
2020-05-31,65,Veszprém,
2020-05-31,371,Fejér,
2020-05-31,18,Jász-Nagykun-Szolnok,
2020-05-31,25,Hajdú-Bihar,
2020-05-31,253,Zala,
2020-05-31,29,Somogy,
2020-05-31,17,Tolna,
2020-05-31,36,Baranya,
2020-05-31,24,Bács-Kiskun,
2020-05-31,115,Csongrád,
2020-05-31,11,Békés,
2020-05-30,84,Győr-Moson-Sopron,
2020-05-30,259,Komárom-Esztergom,
2020-05-30,1838,Budapest,
2020-05-30,550,Pest,
2020-05-30,42,Nógrád,
2020-05-30,14,Heves,
2020-05-30,61,Borsod-Abaúj-Zemplén,
2020-05-30,40,Szabolcs-Szatmár-Bereg,
2020-05-30,17,Vas,
2020-05-30,65,Veszprém,
2020-05-30,370,Fejér,
2020-05-30,18,Jász-Nagykun-Szolnok,
2020-05-30,25,Hajdú-Bihar,
2020-05-30,252,Zala,
2020-05-30,29,Somogy,
2020-05-30,17,Tolna,
2020-05-30,36,Baranya,
2020-05-30,24,Bács-Kiskun,
2020-05-30,115,Csongrád,
2020-05-30,11,Békés,
2020-05-29,84,Győr-Moson-Sopron,
2020-05-29,252,Komárom-Esztergom,
2020-05-29,1829,Budapest,
2020-05-29,547,Pest,
2020-05-29,37,Nógrád,
2020-05-29,13,Heves,
2020-05-29,61,Borsod-Abaúj-Zemplén,
2020-05-29,40,Szabolcs-Szatmár-Bereg,
2020-05-29,17,Vas,
2020-05-29,65,Veszprém,
2020-05-29,370,Fejér,
2020-05-29,18,Jász-Nagykun-Szolnok,
2020-05-29,24,Hajdú-Bihar,
2020-05-29,252,Zala,
2020-05-29,29,Somogy,
2020-05-29,17,Tolna,
2020-05-29,36,Baranya,
2020-05-29,24,Bács-Kiskun,
2020-05-29,115,Csongrád,
2020-05-29,11,Békés,
2020-05-28,84,Győr-Moson-Sopron,
2020-05-28,250,Komárom-Esztergom,
2020-05-28,1818,Budapest,
2020-05-28,541,Pest,
2020-05-28,36,Nógrád,
2020-05-28,13,Heves,
2020-05-28,61,Borsod-Abaúj-Zemplén,
2020-05-28,38,Szabolcs-Szatmár-Bereg,
2020-05-28,17,Vas,
2020-05-28,65,Veszprém,
2020-05-28,369,Fejér,
2020-05-28,17,Jász-Nagykun-Szolnok,
2020-05-28,24,Hajdú-Bihar,
2020-05-28,251,Zala,
2020-05-28,29,Somogy,
2020-05-28,17,Tolna,
2020-05-28,36,Baranya,
2020-05-28,24,Bács-Kiskun,
2020-05-28,115,Csongrád,
2020-05-28,11,Békés,
2020-05-27,84,Győr-Moson-Sopron,
2020-05-27,243,Komárom-Esztergom,
2020-05-27,1805,Budapest,
2020-05-27,535,Pest,
2020-05-27,35,Nógrád,
2020-05-27,13,Heves,
2020-05-27,61,Borsod-Abaúj-Zemplén,
2020-05-27,39,Szabolcs-Szatmár-Bereg,
2020-05-27,17,Vas,
2020-05-27,65,Veszprém,
2020-05-27,369,Fejér,
2020-05-27,26,Jász-Nagykun-Szolnok,
2020-05-27,24,Hajdú-Bihar,
2020-05-27,247,Zala,
2020-05-27,28,Somogy,
2020-05-27,17,Tolna,
2020-05-27,36,Baranya,
2020-05-27,24,Bács-Kiskun,
2020-05-27,114,Csongrád,
2020-05-27,11,Békés,
2020-05-26,84,Győr-Moson-Sopron,
2020-05-26,244,Komárom-Esztergom,
2020-05-26,1789,Budapest,
2020-05-26,531,Pest,
2020-05-26,34,Nógrád,
2020-05-26,13,Heves,
2020-05-26,61,Borsod-Abaúj-Zemplén,
2020-05-26,38,Szabolcs-Szatmár-Bereg,
2020-05-26,17,Vas,
2020-05-26,65,Veszprém,
2020-05-26,368,Fejér,
2020-05-26,26,Jász-Nagykun-Szolnok,
2020-05-26,24,Hajdú-Bihar,
2020-05-26,247,Zala,
2020-05-26,28,Somogy,
2020-05-26,17,Tolna,
2020-05-26,36,Baranya,
2020-05-26,24,Bács-Kiskun,
2020-05-26,114,Csongrád,
2020-05-26,11,Békés,
2020-05-25,84,Győr-Moson-Sopron,
2020-05-25,243,Komárom-Esztergom,
2020-05-25,1784,Budapest,
2020-05-25,527,Pest,
2020-05-25,32,Nógrád,
2020-05-25,13,Heves,
2020-05-25,61,Borsod-Abaúj-Zemplén,
2020-05-25,38,Szabolcs-Szatmár-Bereg,
2020-05-25,17,Vas,
2020-05-25,64,Veszprém,
2020-05-25,368,Fejér,
2020-05-25,26,Jász-Nagykun-Szolnok,
2020-05-25,24,Hajdú-Bihar,
2020-05-25,245,Zala,
2020-05-25,28,Somogy,
2020-05-25,17,Tolna,
2020-05-25,36,Baranya,
2020-05-25,24,Bács-Kiskun,
2020-05-25,114,Csongrád,
2020-05-25,11,Békés,
2020-05-24,84,Győr-Moson-Sopron,
2020-05-24,236,Komárom-Esztergom,
2020-05-24,1780,Budapest,
2020-05-24,525,Pest,
2020-05-24,32,Nógrád,
2020-05-24,13,Heves,
2020-05-24,61,Borsod-Abaúj-Zemplén,
2020-05-24,38,Szabolcs-Szatmár-Bereg,
2020-05-24,17,Vas,
2020-05-24,63,Veszprém,
2020-05-24,367,Fejér,
2020-05-24,26,Jász-Nagykun-Szolnok,
2020-05-24,24,Hajdú-Bihar,
2020-05-24,245,Zala,
2020-05-24,28,Somogy,
2020-05-24,17,Tolna,
2020-05-24,36,Baranya,
2020-05-24,24,Bács-Kiskun,
2020-05-24,114,Csongrád,
2020-05-24,11,Békés,
2020-05-23,84,Győr-Moson-Sopron,
2020-05-23,234,Komárom-Esztergom,
2020-05-23,1765,Budapest,
2020-05-23,516,Pest,
2020-05-23,31,Nógrád,
2020-05-23,13,Heves,
2020-05-23,61,Borsod-Abaúj-Zemplén,
2020-05-23,38,Szabolcs-Szatmár-Bereg,
2020-05-23,17,Vas,
2020-05-23,63,Veszprém,
2020-05-23,366,Fejér,
2020-05-23,26,Jász-Nagykun-Szolnok,
2020-05-23,24,Hajdú-Bihar,
2020-05-23,245,Zala,
2020-05-23,28,Somogy,
2020-05-23,17,Tolna,
2020-05-23,36,Baranya,
2020-05-23,24,Bács-Kiskun,
2020-05-23,114,Csongrád,
2020-05-23,11,Békés,
2020-05-22,84,Győr-Moson-Sopron,
2020-05-22,222,Komárom-Esztergom,
2020-05-22,1754,Budapest,
2020-05-22,510,Pest,
2020-05-22,28,Nógrád,
2020-05-22,13,Heves,
2020-05-22,61,Borsod-Abaúj-Zemplén,
2020-05-22,38,Szabolcs-Szatmár-Bereg,
2020-05-22,17,Vas,
2020-05-22,63,Veszprém,
2020-05-22,365,Fejér,
2020-05-22,26,Jász-Nagykun-Szolnok,
2020-05-22,24,Hajdú-Bihar,
2020-05-22,243,Zala,
2020-05-22,28,Somogy,
2020-05-22,17,Tolna,
2020-05-22,36,Baranya,
2020-05-22,24,Bács-Kiskun,
2020-05-22,114,Csongrád,
2020-05-22,11,Békés,
2020-05-21,84,Győr-Moson-Sopron,
2020-05-21,214,Komárom-Esztergom,
2020-05-21,1726,Budapest,
2020-05-21,500,Pest,
2020-05-21,27,Nógrád,
2020-05-21,13,Heves,
2020-05-21,64,Borsod-Abaúj-Zemplén,
2020-05-21,49,Szabolcs-Szatmár-Bereg,
2020-05-21,17,Vas,
2020-05-21,63,Veszprém,
2020-05-21,363,Fejér,
2020-05-21,26,Jász-Nagykun-Szolnok,
2020-05-21,24,Hajdú-Bihar,
2020-05-21,241,Zala,
2020-05-21,28,Somogy,
2020-05-21,17,Tolna,
2020-05-21,36,Baranya,
2020-05-21,24,Bács-Kiskun,
2020-05-21,114,Csongrád,
2020-05-21,11,Békés,
2020-05-20,84,Győr-Moson-Sopron,
2020-05-20,206,Komárom-Esztergom,
2020-05-20,1710,Budapest,
2020-05-20,496,Pest,
2020-05-20,26,Nógrád,
