date,confirmed,region,image
2020-04-11,44,Győr-Moson-Sopron,map_2020-04-11.png
2020-04-11,20,Komárom-Esztergom,map_2020-04-11.png
2020-04-11,655,Budapest,map_2020-04-11.png
2020-04-11,199,Pest,map_2020-04-11.png
2020-04-11,17,Nógrád,map_2020-04-11.png
2020-04-11,8,Heves,map_2020-04-11.png
2020-04-11,13,Borsod-Abaúj-Zemplén,map_2020-04-11.png
2020-04-11,37,Szabolcs-Szatmár-Bereg,map_2020-04-11.png
2020-04-11,14,Vas,map_2020-04-11.png
2020-04-11,28,Veszprém,map_2020-04-11.png
2020-04-11,82,Fejér,map_2020-04-11.png
2020-04-11,13,Jász-Nagykun-Szolnok,map_2020-04-11.png
2020-04-11,17,Hajdú-Bihar,map_2020-04-11.png
2020-04-11,26,Zala,map_2020-04-11.png
2020-04-11,18,Somogy,map_2020-04-11.png
2020-04-11,13,Tolna,map_2020-04-11.png
2020-04-11,29,Baranya,map_2020-04-11.png
2020-04-11,22,Bács-Kiskun,map_2020-04-11.png
2020-04-11,44,Csongrád,map_2020-04-11.png
2020-04-11,11,Békés,map_2020-04-11.png
2020-04-10,43,Győr-Moson-Sopron,map_2020-04-10.png
2020-04-10,17,Komárom-Esztergom,map_2020-04-10.png
2020-04-10,580,Budapest,map_2020-04-10.png
2020-04-10,194,Pest,map_2020-04-10.png
2020-04-10,12,Nógrád,map_2020-04-10.png
2020-04-10,5,Heves,map_2020-04-10.png
2020-04-10,10,Borsod-Abaúj-Zemplén,map_2020-04-10.png
2020-04-10,37,Szabolcs-Szatmár-Bereg,map_2020-04-10.png
2020-04-10,13,Vas,map_2020-04-10.png
2020-04-10,23,Veszprém,map_2020-04-10.png
2020-04-10,72,Fejér,map_2020-04-10.png
2020-04-10,12,Jász-Nagykun-Szolnok,map_2020-04-10.png
2020-04-10,17,Hajdú-Bihar,map_2020-04-10.png
2020-04-10,23,Zala,map_2020-04-10.png
2020-04-10,17,Somogy,map_2020-04-10.png
2020-04-10,13,Tolna,map_2020-04-10.png
2020-04-10,28,Baranya,map_2020-04-10.png
2020-04-10,21,Bács-Kiskun,map_2020-04-10.png
